Data Point,Date,Simple Date,Outdoor Temperature (캟),Feels Like (째F),Dew Point (째F),Wind Speed (mph),Wind Gust (mph),Max Daily Gust (mph),Wind Direction (째),Hourly Rain (in/hr),Event Rain (in),Daily Rain (in),Weekly Rain (in),Monthly Rain (in),Total Rain (in),Relative Pressure (inHg),Humidity (%),Ultra-Violet Radiation Index,Solar Radiation (W/m^2),Indoor Temperature (째F),Indoor Humidity (%),Greenhouse  Temperature (째F),Greenhouse  Humidity (%),Office Temperature (째F),Office Humidity (%),Garage Temperature (째F),Garage Humidity (%),Basement Temperature (째F),Basement Humidity (%),Sensor 5 Temperature (째F),Absolute Pressure (inHg),Outdoor Battery,Greenhouse  Battery,Office Battery,Garage Battery,Sensor 5 Battery,CO2 battery,Greenhouse  Feels Like (째F),Greenhouse  Dew Point (째F),Office Feels Like (째F),Office Dew Point (째F),Garage Feels Like (째F),Garage Dew Point (째F),Indoor Feels Like (째F),Indoor Dew Point (째F),Basement Battery,Basement Feels Like (째F),Basement Dew Point (째F)
1,2023-06-11T00:00:00-04:00,6/11/2023 0:00,68.2,67.2,50.4,0,0,0,50,0,0,0,0,0.02,105.91,30.21,53,0,0,65.7,42,67.8,51,74.1,36,74.8,41,,,64,28.9,1,1,1,1,1,1,67.8,49,72.9,45.4,73.9,49.5,65.7,42,,,
2,2023-06-11T00:05:00-04:00,6/11/2023 0:05,68,68,50.2,0,0,1.1,51,0,0,0,0,0.02,105.91,30.2,53,0,0,65.8,42,67.8,51,74.3,36,74.7,41,63.3,50,64,28.9,1,1,1,1,1,1,67.8,49,73.1,45.6,73.8,49.4,65.8,42.1,1,63.3,44.3
3,2023-06-11T00:10:00-04:00,6/11/2023 0:10,67.8,67.8,50.5,0,0,1.1,51,0,0,0,0,0.02,105.91,30.2,54,0,0,66,42,67.6,51,74.1,36,74.7,42,63.3,50,64,28.89,1,1,1,1,1,1,67.6,48.8,72.9,45.4,73.8,50.1,66,42.2,1,63.3,44.3
4,2023-06-11T00:15:00-04:00,6/11/2023 0:15,67.6,67.6,50.4,0,0,1.1,52,0,0,0,0,0.02,105.91,30.2,54,0,0,66.2,42,67.5,51,74.1,36,74.7,42,63.3,50,64,28.89,1,1,1,1,1,1,67.5,48.7,72.9,45.4,73.8,50.1,66.2,42.4,1,63.3,44.3
5,2023-06-11T00:20:00-04:00,6/11/2023 0:20,67.1,67.1,50.4,0,0,1.1,52,0,0,0,0,0.02,105.91,30.2,55,0,0,66.4,42,67.5,51,74.1,36,74.7,42,63.3,50,64,28.89,1,1,1,1,1,1,67.5,48.7,72.9,45.4,73.8,50.1,66.4,42.6,1,63.3,44.3
6,2023-06-11T00:25:00-04:00,6/11/2023 0:25,67.1,67.1,50.4,0.7,1.1,1.1,56,0,0,0,0,0.02,105.91,30.2,55,0,0,66.4,42,67.3,52,74.1,36,74.5,42,63.3,50,64,28.89,1,1,1,1,1,1,67.3,49.1,72.9,45.4,73.6,49.9,66.4,42.6,1,63.3,44.3
7,2023-06-11T00:30:00-04:00,6/11/2023 0:30,67.8,67.8,51,0.2,1.1,3.4,50,0,0,0,0,0.02,105.91,30.19,55,0,0,66.4,42,67.3,51,74.1,36,74.7,42,63.3,50,64,28.88,1,1,1,1,1,1,67.3,48.5,72.9,45.4,73.8,50.1,66.4,42.6,1,63.3,44.3
8,2023-06-11T00:35:00-04:00,6/11/2023 0:35,68,68,51.2,1.8,2.2,3.4,84,0,0,0,0,0.02,105.91,30.2,55,0,0,66.6,42,67.1,52,74.1,36,74.7,42,63.3,50,64,28.9,1,1,1,1,1,1,67.1,48.9,72.9,45.4,73.8,50.1,66.6,42.8,1,63.3,44.3
9,2023-06-11T00:40:00-04:00,6/11/2023 0:40,67.8,67.8,51,0.7,1.1,3.4,45,0,0,0,0,0.02,105.91,30.2,55,0,0,66.6,42,67.1,51,74.1,36,74.7,42,63.3,50,64,28.89,1,1,1,1,1,1,67.1,48.4,72.9,45.4,73.8,50.1,66.6,42.8,1,63.3,44.3
10,2023-06-11T00:45:00-04:00,6/11/2023 0:45,67.5,67.5,51.2,0.7,1.1,3.4,37,0,0,0,0,0.02,105.91,30.2,56,0,0,66.6,42,66.9,51,73.9,36,74.7,41,63.3,50,64.2,28.89,1,1,1,1,1,1,66.9,48.2,72.7,45.2,73.8,49.4,66.6,42.8,1,63.3,44.3
11,2023-06-11T00:50:00-04:00,6/11/2023 0:50,67.8,67.8,51,1.6,2.2,3.4,356,0,0,0,0,0.02,105.91,30.2,55,0,0,66.7,42,66.9,51,73.9,36,74.5,41,63.3,50,64.2,28.9,1,1,1,1,1,1,66.9,48.2,72.7,45.2,73.6,49.2,66.7,42.9,1,63.3,44.3
12,2023-06-11T00:55:00-04:00,6/11/2023 0:55,67.8,67.8,51.5,0,0,3.4,39,0,0,0,0,0.02,105.91,30.2,56,0,0,66.7,42,66.9,52,73.9,36,74.3,41,63.3,50,64.2,28.89,1,1,1,1,1,1,66.9,48.7,72.7,45.2,73.4,49.1,66.7,42.9,1,63.3,44.3
13,2023-06-11T01:00:00-04:00,6/11/2023 1:00,67.6,67.6,51.3,0,0,3.4,38,0,0,0,0,0.02,105.91,30.2,56,0,0,66.7,42,66.7,52,73.9,36,74.3,41,63.3,50,64.2,28.89,1,1,1,1,1,1,66.7,48.5,72.7,45.2,73.4,49.1,66.7,42.9,1,63.3,44.3
14,2023-06-11T01:05:00-04:00,6/11/2023 1:05,67.6,67.6,51.3,0.7,2.2,3.4,99,0,0,0,0,0.02,105.91,30.2,56,0,0,66.7,42,66.7,52,73.9,36,74.1,41,63.3,50,64.2,28.89,1,1,1,1,1,1,66.7,48.5,72.7,45.2,73.1,48.9,66.7,42.9,1,63.3,44.3
15,2023-06-11T01:10:00-04:00,6/11/2023 1:10,68,68,51.7,0.4,1.1,3.4,48,0,0,0,0,0.02,105.91,30.2,56,0,0,66.7,43,66.7,53,73.9,36,74.1,42,63.5,50,64.2,28.9,1,1,1,1,1,1,66.7,49,72.7,45.2,73.2,49.5,66.7,43.5,1,63.5,44.5
16,2023-06-11T01:15:00-04:00,6/11/2023 1:15,68,68,51.7,0.9,1.1,3.4,41,0,0,0,0,0.02,105.91,30.19,56,0,0,66.9,43,66.6,53,73.8,36,73.9,42,63.5,50,64.2,28.88,1,1,1,1,1,1,66.6,48.9,72.6,45.2,73,49.3,66.9,43.7,1,63.5,44.5
17,2023-06-11T01:20:00-04:00,6/11/2023 1:20,68,68,51.7,2.2,2.2,3.4,108,0,0,0,0,0.02,105.91,30.2,56,0,0,66.9,43,66.6,52,73.8,36,73.9,42,63.5,50,64.2,28.9,1,1,1,1,1,1,66.6,48.4,72.6,45.2,73,49.3,66.9,43.7,1,63.5,44.5
18,2023-06-11T01:25:00-04:00,6/11/2023 1:25,67.5,67.5,51.7,0,0,3.4,48,0,0,0,0,0.02,105.91,30.21,57,0,0,66.9,43,66.6,52,73.8,36,73.9,42,63.5,51,64.2,28.9,1,1,1,1,1,1,66.6,48.4,72.6,45.2,73,49.3,66.9,43.7,1,63.5,45
19,2023-06-11T01:30:00-04:00,6/11/2023 1:30,67.3,67.3,52,0.9,1.1,3.4,55,0,0,0,0,0.02,105.91,30.2,58,0,0,66.9,43,66.6,52,73.8,36,73.9,42,63.5,51,64.2,28.9,1,1,1,1,1,1,66.6,48.4,72.6,45.2,73,49.3,66.9,43.7,1,63.5,45
20,2023-06-11T01:35:00-04:00,6/11/2023 1:35,67.1,67.1,51.8,0,0,3.4,49,0,0,0,0,0.02,105.91,30.2,58,0,0,66.9,43,66.6,52,73.8,36,73.9,42,63.5,51,64.2,28.89,1,1,1,1,1,1,66.6,48.4,72.6,45.2,73,49.3,66.9,43.7,1,63.5,45
21,2023-06-11T01:40:00-04:00,6/11/2023 1:40,66.9,66.9,52.1,0.9,1.1,3.4,55,0,0,0,0,0.02,105.91,30.2,59,0,0,66.9,43,66.6,52,73.8,36,73.9,42,63.5,51,64.2,28.9,1,1,1,1,1,1,66.6,48.4,72.6,45.2,73,49.3,66.9,43.7,1,63.5,45
22,2023-06-11T01:45:00-04:00,6/11/2023 1:45,66.9,66.9,52.1,0,0,3.4,41,0,0,0,0,0.02,105.91,30.2,59,0,0,66.9,43,66.4,53,73.6,36,73.9,42,63.5,51,64.2,28.9,1,1,1,1,1,1,66.4,48.7,72.4,45,73,49.3,66.9,43.7,1,63.5,45
23,2023-06-11T01:50:00-04:00,6/11/2023 1:50,66.2,66.2,51.9,0,0,3.4,36,0,0,0,0,0.02,105.91,30.2,60,0,0,67.1,43,66.4,53,73.6,36,73.9,42,63.5,51,64.2,28.89,1,1,1,1,1,1,66.4,48.7,72.4,45,73,49.3,67.1,43.8,1,63.5,45
24,2023-06-11T01:55:00-04:00,6/11/2023 1:55,65.5,65.5,51.7,0,0,3.4,36,0,0,0,0,0.02,105.91,30.2,61,0,0,67.1,43,66.2,53,73.6,36,73.9,42,,,64.2,28.89,1,1,1,1,1,1,66.2,48.6,72.4,45,73,49.3,67.1,43.8,,,
25,2023-06-11T02:00:00-04:00,6/11/2023 2:00,65.3,65.3,53.2,0.2,1.1,3.4,35,0,0,0,0,0.02,105.91,30.2,65,0,0,67.1,43,66,53,73.6,36,73.9,42,,,64.4,28.89,1,1,1,1,1,1,66,48.4,72.4,45,73,49.3,67.1,43.8,,,
26,2023-06-11T02:05:00-04:00,6/11/2023 2:05,64.6,64.6,54.6,0.2,1.1,3.4,31,0,0,0,0,0.02,105.91,30.2,70,0,0,67.1,43,66,54,73.6,36,73.8,42,,,64.2,28.89,1,1,1,1,1,1,66,48.9,72.4,45,72.9,49.3,67.1,43.8,,,
27,2023-06-11T02:10:00-04:00,6/11/2023 2:10,63.5,63.5,53.1,0,0,3.4,31,0,0,0,0,0.02,105.91,30.21,69,0,0,67.1,43,65.8,54,73.6,36,73.6,42,,,64.2,28.9,1,1,1,1,1,1,65.8,48.7,72.4,45,72.6,49.1,67.1,43.8,,,
28,2023-06-11T02:15:00-04:00,6/11/2023 2:15,63.1,63.1,52.8,0,0,3.4,32,0,0,0,0,0.02,105.91,30.2,69,0,0,67.1,43,65.7,54,73.6,36,73.6,42,,,64.4,28.9,1,1,1,1,1,1,65.7,48.6,72.4,45,72.6,49.1,67.1,43.8,,,
29,2023-06-11T02:20:00-04:00,6/11/2023 2:20,62.4,62.4,51.7,0,0,3.4,32,0,0,0,0,0.02,105.91,30.21,68,0,0,67.1,44,65.3,54,73.4,36,73.4,42,63.7,51,64.4,28.9,1,1,1,1,1,1,65.3,48.2,72.1,44.8,72.4,48.9,67.1,44.5,1,63.7,45.2
30,2023-06-11T02:25:00-04:00,6/11/2023 2:25,63,63,51.9,0,0,3.4,32,0,0,0,0,0.02,105.91,30.21,67,0,0,67.1,44,65.3,55,73.4,36,73.4,42,63.7,51,64.4,28.9,1,1,1,1,1,1,65.3,48.7,72.1,44.8,72.4,48.9,67.1,44.5,1,63.7,45.2
31,2023-06-11T02:30:00-04:00,6/11/2023 2:30,62.4,62.4,51.7,0,0,3.4,32,0,0,0,0,0.02,105.91,30.21,68,0,0,67.1,44,65.1,55,73.4,36,73.2,42,63.7,51,64.4,28.9,1,1,1,1,1,1,65.1,48.5,72.1,44.8,72.2,48.7,67.1,44.5,1,63.7,45.2
32,2023-06-11T02:35:00-04:00,6/11/2023 2:35,62.1,62.1,51.8,0,0,3.4,32,0,0,0,0,0.02,105.91,30.2,69,0,0,67.1,44,64.8,55,73.4,36,73.2,42,63.7,51,64.4,28.89,1,1,1,1,1,1,64.8,48.2,72.1,44.8,72.2,48.7,67.1,44.5,1,63.7,45.2
33,2023-06-11T02:40:00-04:00,6/11/2023 2:40,62.4,62.4,51.7,0.4,1.1,3.4,50,0,0,0,0,0.02,105.91,30.2,68,0,0,67.1,44,64.6,55,73.4,36,73.2,42,63.7,51,64.4,28.89,1,1,1,1,1,1,64.6,48.1,72.1,44.8,72.2,48.7,67.1,44.5,1,63.7,45.2
34,2023-06-11T02:45:00-04:00,6/11/2023 2:45,62.1,62.1,51.8,0,0,3.4,46,0,0,0,0,0.02,105.91,30.2,69,0,0,67.1,44,64.4,56,73.2,36,73.2,42,63.7,51,64.4,28.89,1,1,1,1,1,1,64.4,48.4,71.9,44.6,72.2,48.7,67.1,44.5,1,63.7,45.2
35,2023-06-11T02:50:00-04:00,6/11/2023 2:50,61.5,61.5,51.6,0,0,3.4,46,0,0,0,0,0.02,105.91,30.2,70,0,0,67.1,44,64.4,56,73.2,36,73.2,42,63.7,51,64.4,28.89,1,1,1,1,1,1,64.4,48.4,71.9,44.6,72.2,48.7,67.1,44.5,1,63.7,45.2
36,2023-06-11T02:55:00-04:00,6/11/2023 2:55,61,61,51.5,0,0,3.4,46,0,0,0,0,0.02,105.91,30.2,71,0,0,67.1,44,64.2,56,73.2,37,73.2,42,63.7,51,64.6,28.89,1,1,1,1,1,1,64.2,48.2,72,45.4,72.2,48.7,67.1,44.5,1,63.7,45.2
37,2023-06-11T03:00:00-04:00,6/11/2023 3:00,60.8,60.8,51.3,0,0,3.4,46,0,0,0,0,0.02,105.91,30.2,71,0,0,67.1,44,64,56,73.2,36,73,42,63.9,51,64.4,28.89,1,1,1,1,1,1,64,48,71.9,44.6,72,48.5,67.1,44.5,1,63.9,45.4
38,2023-06-11T03:05:00-04:00,6/11/2023 3:05,60.3,60.3,51.2,0,0,3.4,46,0,0,0,0,0.02,105.91,30.19,72,0,0,67.1,44,63.9,56,73.2,37,73,42,63.9,51,64.4,28.88,1,1,1,1,1,1,63.9,47.9,72,45.4,72,48.5,67.1,44.5,1,63.9,45.4
39,2023-06-11T03:10:00-04:00,6/11/2023 3:10,60.4,60.4,51.3,0,0,3.4,46,0,0,0,0,0.02,105.91,30.19,72,0,0,67.3,44,63.7,56,73,37,72.9,42,63.9,51,64.4,28.88,1,1,1,1,1,1,63.7,47.7,71.7,45.2,71.9,48.4,67.3,44.6,1,63.9,45.4
40,2023-06-11T03:15:00-04:00,6/11/2023 3:15,60.8,60.8,51.7,0,0,3.4,46,0,0,0,0,0.02,105.91,30.19,72,0,0,67.3,44,63.5,57,73,37,72.9,42,63.9,51,64.4,28.88,1,1,1,1,1,1,63.5,48,71.7,45.2,71.9,48.4,67.3,44.6,1,63.9,45.4
41,2023-06-11T03:20:00-04:00,6/11/2023 3:20,61,61,51.9,0,0,3.4,46,0,0,0,0,0.02,105.91,30.19,72,0,0,67.3,44,63.3,57,73,37,72.9,42,63.9,51,64.6,28.88,1,1,1,1,1,1,63.3,47.8,71.7,45.2,71.9,48.4,67.3,44.6,1,63.9,45.4
42,2023-06-11T03:25:00-04:00,6/11/2023 3:25,61.2,61.2,52.1,0,0,3.4,46,0,0,0,0,0.02,105.91,30.2,72,0,0,67.1,44,63.3,57,73,37,72.9,42,63.9,51,64.6,28.89,1,1,1,1,1,1,63.3,47.8,71.7,45.2,71.9,48.4,67.1,44.5,1,63.9,45.4
43,2023-06-11T03:30:00-04:00,6/11/2023 3:30,61.3,61.3,52.2,0,0,3.4,46,0,0,0,0,0.02,105.91,30.19,72,0,0,67.1,44,63.1,58,73,37,72.9,42,,,64.6,28.88,1,1,1,1,1,1,63.1,48.1,71.7,45.2,71.9,48.4,67.1,44.5,,,
44,2023-06-11T03:35:00-04:00,6/11/2023 3:35,61.9,61.9,52.4,0,0,3.4,46,0,0,0,0,0.02,105.91,30.19,71,0,0,67.1,44,63,58,72.9,37,72.9,42,63.9,51,64.6,28.88,1,1,1,1,1,1,63,48,71.6,45.1,71.9,48.4,67.1,44.5,1,63.9,45.4
45,2023-06-11T03:40:00-04:00,6/11/2023 3:40,61.9,61.9,52.4,0,0,3.4,46,0,0,0,0,0.02,105.91,30.19,71,0,0,67.1,44,63,58,72.9,37,72.9,42,63.9,51,64.6,28.88,1,1,1,1,1,1,63,48,71.6,45.1,71.9,48.4,67.1,44.5,1,63.9,45.4
46,2023-06-11T03:45:00-04:00,6/11/2023 3:45,61.9,61.9,52.8,0,0,3.4,46,0,0,0,0,0.02,105.91,30.19,72,0,0,67.1,44,62.8,58,72.9,37,72.9,42,,,64.6,28.88,1,1,1,1,1,1,62.8,47.8,71.6,45.1,71.9,48.4,67.1,44.5,,,
47,2023-06-11T03:50:00-04:00,6/11/2023 3:50,62.4,62.4,52.9,0,0,3.4,47,0,0,0,0,0.02,105.91,30.19,71,0,0,67.1,44,62.8,58,72.9,37,72.9,42,63.9,51,64.6,28.88,1,1,1,1,1,1,62.8,47.8,71.6,45.1,71.9,48.4,67.1,44.5,1,63.9,45.4
48,2023-06-11T03:55:00-04:00,6/11/2023 3:55,62.4,62.4,52.9,0,0,3.4,46,0,0,0,0,0.02,105.91,30.19,71,0,0,67.1,44,62.6,58,72.7,37,72.9,42,63.9,51,64.6,28.88,1,1,1,1,1,1,62.6,47.6,71.4,44.9,71.9,48.4,67.1,44.5,1,63.9,45.4
49,2023-06-11T04:00:00-04:00,6/11/2023 4:00,62.4,62.4,52.9,0,0,3.4,47,0,0,0,0,0.02,105.91,30.19,71,0,0,67.1,44,62.6,58,72.7,37,72.7,42,,,64.6,28.88,1,1,1,1,1,1,62.6,47.6,71.4,44.9,71.6,48.3,67.1,44.5,,,
50,2023-06-11T04:05:00-04:00,6/11/2023 4:05,62.1,62.1,53,0,0,3.4,46,0,0,0,0,0.02,105.91,30.18,72,0,0,67.1,44,62.4,59,72.7,37,72.7,42,,,64.6,28.87,1,1,1,1,1,1,62.4,47.9,71.4,44.9,71.6,48.3,67.1,44.5,,,
51,2023-06-11T04:10:00-04:00,6/11/2023 4:10,62.2,62.2,53.1,0,0,3.4,47,0,0,0,0,0.02,105.91,30.19,72,0,0,67.1,44,62.2,59,72.7,37,72.5,42,64,51,64.6,28.88,1,1,1,1,1,1,62.2,47.7,71.4,44.9,71.4,48.1,67.1,44.5,1,64,45.5
52,2023-06-11T04:15:00-04:00,6/11/2023 4:15,62.2,62.2,53.1,0,0,3.4,46,0,0,0,0,0.02,105.91,30.19,72,0,0,67.1,44,62.2,59,72.7,37,72.5,42,63.9,51,64.6,28.88,1,1,1,1,1,1,62.2,47.7,71.4,44.9,71.4,48.1,67.1,44.5,1,63.9,45.4
53,2023-06-11T04:20:00-04:00,6/11/2023 4:20,62.4,62.4,53.3,0,0,3.4,47,0,0,0,0,0.02,105.91,30.19,72,0,0,67.1,44,62.1,59,72.5,37,72.3,42,63.9,51,64.6,28.88,1,1,1,1,1,1,62.1,47.6,71.2,44.7,71.2,47.9,67.1,44.5,1,63.9,45.4
54,2023-06-11T04:25:00-04:00,6/11/2023 4:25,62.8,62.8,53.3,0.2,1.1,3.4,51,0,0,0,0,0.02,105.91,30.19,71,0,0,67.3,44,62.1,59,72.5,37,72.1,42,64,51,64.6,28.88,1,1,1,1,1,1,62.1,47.6,71.2,44.7,71,47.7,67.3,44.6,1,64,45.5
55,2023-06-11T04:30:00-04:00,6/11/2023 4:30,62.4,62.4,53.3,0,0,3.4,50,0,0,0,0,0.02,105.91,30.19,72,0,0,67.3,44,62.1,59,72.5,37,72.1,42,64,51,64.6,28.88,1,1,1,1,1,1,62.1,47.6,71.2,44.7,71,47.7,67.3,44.6,1,64,45.5
56,2023-06-11T04:35:00-04:00,6/11/2023 4:35,62.1,62.1,53,0,0,3.4,50,0,0,0,0,0.02,105.91,30.19,72,0,0,67.3,44,61.9,59,72.5,37,72.3,42,64,51,64.6,28.88,1,1,1,1,1,1,61.9,47.4,71.2,44.7,71.2,47.9,67.3,44.6,1,64,45.5
57,2023-06-11T04:40:00-04:00,6/11/2023 4:40,62.2,62.2,53.1,0,0,3.4,50,0,0,0,0,0.02,105.91,30.19,72,0,0,67.3,44,61.9,59,72.3,37,72.3,42,,,64.6,28.88,1,1,1,1,1,1,61.9,47.4,71,44.6,71.2,47.9,67.3,44.6,,,
58,2023-06-11T04:45:00-04:00,6/11/2023 4:45,62.1,62.1,53.3,0.2,1.1,3.4,52,0,0,0,0,0.02,105.91,30.19,73,0,0,67.3,44,61.7,60,72.3,37,72.3,42,,,64.6,28.88,1,1,1,1,1,1,61.7,47.7,71,44.6,71.2,47.9,67.3,44.6,,,
59,2023-06-11T04:50:00-04:00,6/11/2023 4:50,62.1,62.1,53.3,0,0,3.4,52,0,0,0,0,0.02,105.91,30.19,73,0,0,67.3,44,61.7,60,72.3,37,72.3,42,,,64.8,28.88,1,1,1,1,1,1,61.7,47.7,71,44.6,71.2,47.9,67.3,44.6,,,
60,2023-06-11T04:55:00-04:00,6/11/2023 4:55,61.9,61.9,53.5,0,0,3.4,45,0,0,0,0,0.02,105.91,30.2,74,0,0,67.3,44,61.5,60,72.1,37,72.1,42,,,64.8,28.89,1,1,1,1,1,1,61.5,47.5,70.7,44.4,71,47.7,67.3,44.6,,,
61,2023-06-11T05:00:00-04:00,6/11/2023 5:00,62.1,62.1,53.7,0.2,1.1,3.4,52,0,0,0,0,0.02,105.91,30.19,74,0,0,67.3,44,61.5,60,72.1,37,72.1,42,,,64.8,28.88,1,1,1,1,1,1,61.5,47.5,70.7,44.4,71,47.7,67.3,44.6,,,
62,2023-06-11T05:05:00-04:00,6/11/2023 5:05,61.9,61.9,53.5,0,0,3.4,48,0,0,0,0,0.02,105.91,30.2,74,0,0,67.3,44,61.5,60,72.1,37,72,42,,,64.8,28.89,1,1,1,1,1,1,61.5,47.5,70.7,44.4,70.9,47.6,67.3,44.6,,,
63,2023-06-11T05:10:00-04:00,6/11/2023 5:10,61.9,61.9,53.5,0,0,3.4,47,0,0,0,0,0.02,105.91,30.19,74,0,0,67.3,44,61.5,60,72.1,37,72,42,,,64.8,28.88,1,1,1,1,1,1,61.5,47.5,70.7,44.4,70.9,47.6,67.3,44.6,,,
64,2023-06-11T05:15:00-04:00,6/11/2023 5:15,61.7,61.7,54.1,0.2,1.1,3.4,50,0,0,0,0,0.02,105.91,30.19,76,0,0,67.1,45,61.3,60,72.1,37,72,42,64,51,64.8,28.88,1,1,1,1,1,1,61.3,47.3,70.7,44.4,70.9,47.6,67.1,45,1,64,45.5
